817,gid817,-24,-168,0
818,gid818,-24,-164,0
819,gid819,-24,-160,0
820,gid820,-24,-156,0
821,gid821,-24,-152,0
822,gid822,-24,-148,0
823,gid823,-24,-144,0
824,gid824,-24,-140,0
825,gid825,-24,-136,0
826,gid826,-24,-132,0
827,gid827,-24,-128,0
828,gid828,-24,-124,0
829,gid829,-24,-120,0
830,gid830,-24,-116,0
831,gid831,-24,-112,0
832,gid832,-24,-108,0
833,gid833,-24,-104,0
834,gid834,-24,-100,0
835,gid835,-24,-96,0
836,gid836,-24,-92,0
837,gid837,-24,-88,0
838,gid838,-24,-84,0
839,gid839,-24,-80,0
840,gid840,-24,-76,0
841,gid841,-24,-72,0
842,gid842,-24,-68,0
843,gid843,-24,-64,0
844,gid844,-24,-60,0
845,gid845,-24,-56,0
846,gid846,-24,-52,0
847,gid847,-24,-48,0
848,gid848,-24,-44,0
849,gid849,-24,-40,0
850,gid850,-24,-36,0
851,gid851,-24,-32,0
852,gid852,-24,-28,0
853,gid853,-24,-24,0
854,gid854,-24,-20,0
855,gid855,-24,-16,0
856,gid856,-24,-12,0
857,gid857,-24,-8,0
858,gid858,-24,-4,0
859,gid859,-24,0,0
860,gid860,-24,4,0
861,gid861,-24,8,0
862,gid862,-24,12,0
863,gid863,-24,16,0
864,gid864,-24,20,0
865,gid865,-24,24,0
866,gid866,-24,28,0
867,gid867,-24,32,0
868,gid868,-24,36,0
869,gid869,-24,40,0
870,gid870,-24,44,0
871,gid871,-24,48,0
872,gid872,-24,52,0
873,gid873,-24,56,0
874,gid874,-24,60,0
875,gid875,-24,64,0
876,gid876,-24,68,0
877,gid877,-24,72,0
878,gid878,-24,76,0
879,gid879,-24,80,0
880,gid880,-24,84,0
881,gid881,-24,88,0
882,gid882,-24,92,0
883,gid883,-24,96,0
884,gid884,-24,100,0
885,gid885,-24,104,0
886,gid886,-24,108,0
887,gid887,-24,112,0
888,gid888,-24,116,0
889,gid889,-24,120,0
890,gid890,-24,124,0
891,gid891,-24,128,0
892,gid892,-24,132,0
893,gid893,-24,136,0
894,gid894,-24,140,0
895,gid895,-24,144,0
896,gid896,-24,148,0
897,gid897,-24,152,0
898,gid898,-24,156,0
899,gid899,-24,160,0
900,gid900,-24,164,0
901,gid901,-24,168,0
902,gid902,-24,172,0
903,gid903,-24,176,0
904,gid904,-20,-180,0
905,gid905,-20,-176,0
906,gid906,-20,-172,0
907,gid907,-20,-168,0
908,gid908,-20,-164,0
909,gid909,-20,-160,0
910,gid910,-20,-156,0
911,gid911,-20,-152,0
912,gid912,-20,-148,0
913,gid913,-20,-144,0
914,gid914,-20,-140,0
915,gid915,-20,-136,0
916,gid916,-20,-132,0
917,gid917,-20,-128,0
918,gid918,-20,-124,0
919,gid919,-20,-120,0
920,gid920,-20,-116,0
921,gid921,-20,-112,0
922,gid922,-20,-108,0
923,gid923,-20,-104,0
924,gid924,-20,-100,0
925,gid925,-20,-96,0
926,gid926,-20,-92,0
927,gid927,-20,-88,0
928,gid928,-20,-84,0
929,gid929,-20,-80,0
930,gid930,-20,-76,0
931,gid931,-20,-72,0
932,gid932,-20,-68,0
933,gid933,-20,-64,0
934,gid934,-20,-60,0
935,gid935,-20,-56,0
936,gid936,-20,-52,0
937,gid937,-20,-48,0
938,gid938,-20,-44,0
939,gid939,-20,-40,0
940,gid940,-20,-36,0
941,gid941,-20,-32,0
942,gid942,-20,-28,0
943,gid943,-20,-24,0
944,gid944,-20,-20,0
945,gid945,-20,-16,0
946,gid946,-20,-12,0
947,gid947,-20,-8,0
948,gid948,-20,-4,0
949,gid949,-20,0,0
950,gid950,-20,4,0
951,gid951,-20,8,0
952,gid952,-20,12,0
953,gid953,-20,16,0
954,gid954,-20,20,0
955,gid955,-20,24,0
956,gid956,-20,28,0
957,gid957,-20,32,0
958,gid958,-20,36,0
959,gid959,-20,40,0
960,gid960,-20,44,0
961,gid961,-20,48,0
962,gid962,-20,52,0
963,gid963,-20,56,0
964,gid964,-20,60,0
965,gid965,-20,64,0
966,gid966,-20,68,0
967,gid967,-20,72,0
968,gid968,-20,76,0
969,gid969,-20,80,0
